NotaCN,NotaCH,NotaLC,NotaMT,NotaRE,Sexo,EscolaPublica,Cor
399.8,373.9,446.1,516.7,320,F,S,Pr
576.5,665.8,586.9,712.2,780,M,N,B
564.1,578.2,618.7,597.7,640,M,N,Pr
535.2,581.4,602.2,641.2,840,F,S,Pr
413.8,500.2,509,415.7,600,F,S,Pr
584.9,584.9,589.9,623.5,620,M,N,Pr
493.6,426.4,492.6,508.8,620,M,S,B
526.1,582.3,555.7,481.8,560,F,S,Pa
461.7,539.1,566.9,586.9,720,F,S,B
502.2,561.3,635.6,689.9,800,M,S,B
379.4,562.9,498.4,394.4,500,F,S,Pr
554.1,582.9,581.2,619.2,540,M,N,B
561.6,561.6,561,627,840,M,N,B
508.4,442.3,510.1,403.2,640,F,N,B
548.7,493.6,573.2,388.5,560,M,S,B
465.1,487.6,427.5,610.7,520,M,N,Pr
568.9,601.7,596.5,652.5,800,M,N,A
431.8,470.7,532.1,558.2,860,M,S,B
612,651.5,625.6,662.9,880,F,S,B
441,458.7,522.4,459.5,320,F,S,B
556.6,457.5,524.3,604.6,600,M,S,Pa
576.4,538.3,570.1,606.5,940,M,N,Pr
566.7,638.1,615.1,701.6,580,M,S,B
509.4,546.6,595,540.3,880,F,N,B
539.2,557.7,521.8,603.8,800,F,S,Pr
431.1,423.4,503,399.7,500,F,S,B
422.6,477.7,481.9,443.4,660,F,S,A
658.7,596,588.2,709.9,680,M,S,B
591.9,552.9,573.7,526.4,680,M,S,Pa
417.5,499.5,512.8,466.6,480,F,S,B
459.5,492.6,574.1,624.5,560,M,N,B
483.6,538.7,542.2,586.6,720,F,S,Pr
541.7,462.8,547,400.7,480,F,S,B
533.9,514.1,475.1,540.7,400,M,S,Pa
441.3,409.4,503.4,361.6,600,F,S,Pa
401.5,392.7,382.1,387.5,640,F,S,B
464.6,430.6,500.9,392.8,460,F,S,B
423.1,469.5,459.9,544.8,380,M,S,Pr
427.3,411.9,438.2,441.4,400,F,S,B
530.1,584.1,547.3,576.9,640,M,S,Pr
595.2,565,589.5,687.8,740,F,S,Pr
536.3,568.7,597.2,666.5,720,M,S,Pr
428,538.1,544.7,556.7,620,F,N,B
455.4,392.7,437.8,462.4,120,M,S,Pa
489.8,552,528.4,643.6,580,M,S,Pr
502.6,538.9,595.1,603.3,560,F,S,Pr
597,627,606.6,617.9,820,F,S,B
388.4,380.4,418.4,430.3,220,M,S,Pr
554.8,607.3,613.6,705.4,720,F,S,B
441.5,440.9,509.8,468.4,700,M,S,B
535.1,570.3,516.5,552.4,780,F,N,Pa
494.5,487.6,518.1,404.3,480,M,S,Pr
403.6,506.3,529.7,461.9,540,F,S,Pr
525.2,572.9,557.6,590.7,480,F,S,Pa
501.3,518.8,527.1,468,800,M,S,B
502.4,541.7,554.5,537.4,900,F,S,B
405,445.3,482.7,487.3,540,F,S,Pr
620.8,648.7,605.1,706.8,680,M,S,B
439.6,558,577.8,549.5,540,F,S,B
514.5,572.9,557.1,481.4,540,F,S,B
409.8,482.7,543,504.8,900,F,N,B
550.4,596.5,550.2,506.3,920,F,S,B
469.6,512.2,566.4,597.6,880,F,S,B
467.8,528.6,498.9,522.7,600,F,S,Pr
541,578,603.7,523.9,900,F,N,Pr
405.4,458.8,436.4,509.2,420,F,N,Pr
663.3,693.2,610,692.4,960,F,N,B
450.6,542,544.8,566.2,600,F,S,Pr
548.2,525.7,569.4,498.3,760,F,S,Pr
383.3,423.2,441.5,531.9,520,F,S,Pr
484.7,416.8,363.9,429.4,320,M,S,Pr
556.4,555.3,550.1,679.5,600,F,N,B
520.6,550.9,520.8,377.1,520,F,N,Pr
444.1,492.9,508.4,500.4,260,M,S,B
405.2,451.1,443.1,400.3,380,F,S,Pr
566.4,622.9,603.4,759.5,680,M,S,B
452.8,546.6,540.2,460.1,620,M,S,Pr
355.6,379.3,373.3,400.5,580,M,S,Pr
532.4,527.3,564.5,630.6,740,M,N,B
363.7,468.9,524.8,434.2,620,F,S,Pr
532.3,601.7,592.7,584.1,640,M,S,B
584.7,615.8,579.7,652.7,780,M,S,Pr
593.5,584.3,640.1,577.2,740,F,S,Pr
384.6,389.2,475.3,518.5,260,M,S,Pa
519,422.9,528.5,483.9,540,F,S,A
427.9,495.6,478.6,518.5,400,M,S,Pr
439.7,503.3,477.2,660.4,880,M,S,Pa
473,548.9,527.8,637.5,500,F,S,Pr
517.7,554.1,521.3,583.6,760,M,N,Pr
380.3,503.1,505.5,423.9,560,F,S,Pr
403.2,392.5,407,477,520,M,S,B
402.7,503,427.5,524.5,520,F,S,Pr
452.6,467.9,481.7,567.5,600,F,S,Pr
469.5,432.9,497.8,574.9,640,M,N,B
627.1,588,589.7,769.1,600,M,N,B
403.9,521.5,535.8,563.7,580,M,S,Pr
480.2,589.3,592.4,618.4,800,F,S,B
434.5,472.9,526.5,725.6,660,M,S,Pr
527.6,536.1,602,417.1,540,M,S,Pa
435.5,470.6,502.7,509.9,600,F,S,Pr
376.2,424.1,369.4,387.9,400,M,S,Pr
581.1,601.1,625.4,738.3,800,M,S,Pa
380.9,465.5,454.1,484.8,560,F,S,Pr
400.6,592.2,572.4,610.2,900,F,S,Pr
398.5,502.2,498.7,429.4,580,F,S,Pr
589.6,638.4,595.9,718.4,920,M,N,B
433.7,498.2,488.5,395.3,540,F,S,Pr
589.6,534.6,557.2,675.9,700,M,S,B
436.4,467.5,458.2,510.8,720,M,S,Pr
386.5,376.9,518.2,390.3,480,F,S,B
569.2,611.7,591.3,652.6,640,F,N,B
557,556.8,586.9,560.2,540,M,S,B
507.6,471.5,552.8,670.8,440,M,N,Pr
383.6,415.3,538.2,380.3,500,F,S,B
465.7,542.6,539.7,465.8,460,F,S,B
462.4,472.9,529.3,424.3,480,F,S,Pr
418.5,419.3,501.9,507.6,440,M,S,Pa
412.3,547.5,544,622.5,600,F,S,B
610.3,618.3,601.4,684.3,500,M,S,B
478.8,589.2,574.7,469.1,580,F,N,B
526.2,555.1,581,608.6,280,M,S,B
425,465.6,535.7,567.4,540,F,S,B
419.1,485.5,505.8,493.4,760,F,S,B
497.2,394.1,427.4,435.1,480,M,S,Pr
468.4,414.7,484.1,527.1,580,F,S,Pr
390.3,494,523.9,455.3,320,F,S,A
526.9,409,546.7,641.7,620,M,S,Pr
544.8,585.7,616.1,518.6,640,F,N,Pr
440.9,485.9,548.6,556.5,680,F,S,Pa
382.6,376.9,487.2,514.1,520,F,S,Pr
530.5,581.3,574,521.6,500,M,S,B
426.5,570.2,586.2,660.2,500,M,S,B
463.3,412.3,479.7,425.5,340,M,S,Pr
489.4,561.1,581,522.7,560,F,S,B
482.8,503.6,560.1,392.4,620,F,S,B
443.7,495.5,537.9,439.7,400,F,S,Pr
380.6,438.5,367.6,446.4,440,M,S,Pr
444.5,482.7,473.1,418.7,540,M,S,A
524.4,499.2,537.5,686.3,580,M,S,B
574.3,589.5,600.7,590.4,840,F,N,Pr
356.2,490.5,439.1,501.4,280,M,S,Pa
417.9,467.7,515.6,423.2,480,F,S,Pr
540.8,454.1,515.6,602.5,720,M,N,Pr
458.3,537.5,518.3,533.1,600,M,S,Pr
511.2,554.2,530.4,380.4,680,F,S,B
565.4,625,586.6,768,560,M,N,Pr
570.6,596.5,556.6,561.3,660,M,N,B
484.8,579.6,551.3,422.3,720,F,S,B
515.4,578.7,505.4,411.5,560,F,S,Pr
601.5,434.7,475.1,551.8,640,F,S,Pr
469.7,548.5,571.8,580.2,700,F,S,Pr
510,579.6,545,595.9,600,M,N,B
596,637.9,594.7,737.6,740,F,N,A
557.2,525.2,581.2,499.6,660,F,S,B
577.3,586.6,606.6,517.7,380,M,S,B
592.9,555.2,579.3,588,840,F,N,Pa
389.4,456.5,390,509.1,360,M,S,B
460.4,399.5,513.1,486.9,440,M,S,Pa
547.2,556.6,561.8,644.8,600,M,S,B
373,451.9,520.6,543.3,300,F,S,Pr
584.6,574.1,550.8,664.5,620,F,N,Pr
561.8,539.5,569.4,492.7,940,F,S,Pr
420,539.2,525,482.1,520,F,S,B
495.5,534.5,536,513.4,640,F,S,B
546,600.3,575.6,638.9,860,F,S,Pr
398.3,512.7,517.6,375,580,F,S,B
432.2,520.6,436.4,415.4,540,M,S,Pa
423.8,466,508.7,446.9,480,F,S,Pr
416.3,502.8,540.1,438.6,600,F,S,B
562.1,612.5,580,612.2,680,M,S,B
510.5,581,550.7,553.6,760,F,S,B
656.1,672.5,617.2,841.3,880,M,N,B
445.2,336.9,517.2,617.9,520,M,S,Pr
451.7,556,527.6,704.5,740,F,N,B
527.2,573.2,494.4,623.3,700,M,S,B
374.9,557,540.3,452.6,540,M,S,Pr
380.1,367.9,361.6,488,260,M,S,Pa
483.8,430.2,545.4,405.1,580,F,S,Pr
477.8,470,465.6,446.7,600,M,S,Pa
362.8,501.7,511.7,451.8,600,F,S,Pr
630.7,672.7,611.2,621.9,820,F,N,B
533.4,591.7,560.7,557.8,700,F,N,B
374.9,442.4,496.2,481.4,640,F,S,Pr
531.9,598.8,609.4,577,620,M,S,B
498.2,467.8,510,590.8,460,M,S,B
335.3,432.1,495.5,477,480,F,S,Pa
581.5,673.2,635.5,817.6,820,M,S,B
661,626.1,575.2,725.2,860,M,N,Pr
464.3,502.8,488,473.9,560,M,S,Pa
560,580.6,551.7,536.2,560,F,S,B
452,463.8,526.3,404.7,620,F,S,B
541.8,600.5,516.1,538.4,720,F,N,Pr
353.5,340.5,483.9,433.6,460,F,S,B
450.5,377.1,496.4,498.7,380,F,S,Pr
424.8,443.8,484.7,415.4,600,F,S,B
465.4,437.3,456.5,396.6,620,F,S,Pr
369.1,560.2,530.2,676.8,560,M,S,Pr
368.8,377.8,493.8,510.5,480,M,S,B
414.9,570.2,525.1,505.9,620,M,S,Pr
406.1,495.1,488.7,431.9,540,F,S,B
454.8,516.1,552.9,499.7,520,F,S,Pr
406.1,414.8,445.1,414.7,360,M,S,Pr
610.4,619.3,553.7,784,800,M,N,B
412.4,460.4,506.3,399.4,580,F,S,A
392.4,474.6,544.4,432,320,F,S,B
445.5,610.3,596,632,780,F,S,B
445.8,394.3,487.4,368.5,360,F,S,B
453,405.6,454.6,445.1,700,F,S,B
393.9,419.2,506.3,409,480,F,S,Pr
460.5,381,471,531.6,560,M,S,B
612.8,676.2,639.2,740.3,960,F,N,A
540.6,548,564.7,616.9,540,M,S,B
451.8,507.2,502.1,397.9,280,F,S,Pr
507.4,551.3,515,552.7,620,F,S,B
616.4,611.9,583.4,874.2,800,M,S,B
461.2,541.9,562.9,710.8,640,M,S,Pr
415.8,383,485.4,388.2,600,M,S,Pa
608.5,641.9,615.3,740.4,780,F,N,Pa
416.7,422.7,511.4,413.7,280,M,S,Pa
473.6,421.3,511.2,492.3,760,M,S,Pa
518.1,584,555.5,704.3,580,M,S,Pr
656.3,703.4,636.4,869.8,740,M,S,B
433.7,443.2,527.9,400.2,760,F,S,Pr
559.7,597.7,571.6,624.6,740,M,S,Pa
535.3,544.7,556,644,600,M,S,B
521.5,560.4,547.9,488.2,460,M,S,Pa
381.5,507.6,494.7,502.7,480,F,S,B
431.6,541.5,569.8,471.3,580,F,S,B
378.4,425.3,496.9,454,280,F,S,B
512.9,428.8,479.2,499.3,660,F,S,Pr
474.5,542.1,510,555.1,620,F,S,Pr
495.2,588.3,581.5,596.7,560,M,S,Pa
583,507.9,513,550.6,620,M,N,Pa
399.8,506.6,549.4,433.7,560,M,S,Pr
365.8,407.7,459.5,467.4,260,M,S,B
506.5,579.4,579,615.7,780,F,S,Pa
429.4,517,494.3,454.5,480,F,S,Pa
415.1,458.3,531.1,514.2,300,F,S,Pa
379.3,430,487.9,447,420,F,S,Pr
513.7,542.2,567.4,685,660,M,S,B
590.4,579.2,608.2,453.6,740,F,S,B
463.7,350.2,453.3,431.7,240,M,S,Pa
536.7,551.5,600,759.8,680,M,S,Pr
472.3,583.4,566.5,564.2,600,F,S,B
563.9,591.4,578.8,671.7,800,M,S,Pa
463.5,507.1,529.8,641.8,780,M,S,Pa
406.6,540.7,541.1,524.3,480,F,S,Pr
447.5,547.5,546.9,533.9,560,M,S,B
535.9,510.2,542.7,649.9,520,M,S,B
537.6,544.7,520,626,520,M,S,Pa
386.1,503.2,508.4,448.1,540,F,S,Pr
459.8,468.9,475.8,475.8,620,M,S,Pr
615.6,564.3,512.2,610.4,600,M,S,B
470.4,564.7,492.4,469.4,660,F,S,Pa
545.7,624.6,571.3,446.7,880,F,S,Pa
519.8,468.9,428.7,422.4,540,M,S,B
405,523.4,533.7,592.8,360,F,S,B
491.3,472,504.2,508.8,580,M,S,Pr
411.3,445.3,524.2,450.1,640,F,S,Pr
463.9,414,455.7,476,600,F,S,Pr
400.6,469.5,438.8,425.6,340,F,S,Pr
357.5,458.9,514.5,542.2,620,F,S,B
522.5,590.3,570.6,761.4,800,M,S,B
531.8,589.5,562.8,513.2,840,F,N,Pr
522.9,557.4,579.5,432.2,620,F,S,Pr
408.6,493.2,329.1,543.7,280,M,N,Pr
657.4,640.6,616.6,726.7,860,F,N,B
491.1,572.8,591.1,565.9,560,M,S,Pr
549.3,606.6,585.6,593.8,660,F,S,B
478.4,357.3,440.5,503.6,440,M,S,B
535.1,539.3,567.3,635.7,720,M,N,B
507.9,560.3,603.9,598.7,620,F,S,Pr
433.3,341.9,505.6,428,600,F,S,Pa
448.9,462.8,331.7,413.7,440,F,S,B
624.6,611.8,594.1,680.9,900,F,S,B
393.8,432.7,431.9,458.2,580,M,S,Pr
422.7,408.3,491.1,480.2,640,M,N,Pr
549.2,533.6,573,608.4,440,M,N,B
401.5,421.4,374.5,388.1,220,F,S,Pr
442.5,534.3,540.6,538.8,680,F,S,Pr
409.8,528.2,419.9,394,560,F,S,Pr
456.6,509.2,481.6,434.3,600,F,S,A
382.1,458.1,474.9,441.7,680,M,S,Pa
430.9,445.8,476,486.7,680,M,N,Pr
379.1,402.7,354.6,381.3,460,M,S,Pr
422.3,462.2,518.6,449.7,640,F,S,Pr
449.9,513.6,496.4,444.7,440,M,S,Pr
406.4,397.5,505.1,556.3,440,M,S,B
399.6,366.4,478.1,419.9,260,M,S,Pr
430.1,554.8,530.5,503.9,480,F,S,B
486.7,506.6,475.7,435.6,600,F,S,Pr
638.4,675.3,633.5,765.2,940,M,S,B
611.1,593,616.3,831.3,860,M,N,B
337.2,474.3,500.9,442.4,540,F,S,Pr
658.3,651,645.7,782.3,940,M,S,B
438.2,554.2,546.6,575.9,500,F,S,B
458.7,421.5,479.7,443.4,560,F,S,Pr
582.8,535.6,553.9,658.4,760,M,S,Pr
420.1,378.3,401.4,583.6,400,F,S,Pa
464.5,521.9,535.8,644.8,840,F,S,Pr
591.5,552.6,560,585.8,740,F,N,B
348.1,607,537.7,501.1,600,M,S,Pr
374.3,476.4,421.4,454.9,580,F,S,B
348.9,453.3,518.4,529.8,600,M,S,Pr
582.5,637.7,629.3,685,820,M,S,B
505.7,397.6,474.5,574.9,500,M,S,B
332.2,393.5,431,498,220,M,S,Pa
489.9,506,536.9,578,640,F,S,Pr
451.7,486.3,464.1,438.3,440,M,S,Pr
425,395.5,448,383.5,460,F,S,Pr
433.9,554.7,524.1,421.3,660,M,S,B
419,515.1,461.9,403.4,340,F,S,Pa
690.2,698.1,601,903,880,M,N,Pr
569.9,599.7,558.6,639.5,720,F,N,B
397.9,543.7,565,471.3,600,M,S,B
430.7,529.4,498.9,498.3,580,F,S,Pr
540.1,516.9,548.5,628.6,520,M,S,Pr
447.3,573.3,544,458.4,480,M,S,B
437.8,406,560.1,459.1,700,F,S,B
539.7,600.7,597.6,648,800,F,N,A
371.6,520.8,454.8,396.9,320,M,S,Pa
504.2,526.1,536.1,519.3,780,F,S,B
501.5,571.4,527.7,432,640,F,S,Pa
670.5,696.1,641.2,750.3,960,F,N,B
409.9,374,441.2,420.9,360,M,S,B
368.1,433.6,536.9,564,740,F,S,Pr
432.9,379.9,492.1,389.4,560,F,S,Pr
608.2,579.3,547.3,615.9,600,M,S,Pr
406.5,552.4,532.2,591.4,420,M,S,A
591.4,535.2,547.4,493.8,540,M,S,Pr
416.1,474.7,537.8,444.3,700,M,S,Pr
406.9,489.2,486.2,401.8,380,M,S,Pa
437.6,427.8,470.3,493.4,380,M,S,Pr
439.5,552.3,528,625.5,660,M,S,Pr
345.9,486.4,488.3,389.2,540,M,S,B
404.4,436.8,457.8,385.5,520,M,S,Pr
467.6,409.7,515.2,584.4,720,M,S,Pr
434.1,423.6,446.6,547.9,400,F,S,B
426,427.2,463.5,422.7,300,F,S,Pa
443.5,459.8,495.2,385.4,560,F,S,Pr
404.4,404.8,488.4,456.8,280,F,S,Pr
428.7,356.9,348.9,374.5,480,M,S,Pr
445,608.1,573.5,624.4,840,F,S,B
479.3,585.9,514.5,444,740,F,S,B
553.7,549.6,570.7,472.5,560,F,S,Pr
367.7,458.2,484,372.1,600,M,S,Pa
477.7,585.8,572.8,649.4,580,M,S,Pr
406.6,494.5,381.9,468.7,680,M,S,Pr
476.7,500.8,533.8,419.4,920,F,S,B
429,480.7,528.2,606.3,540,M,S,Pr
520.3,489.5,538.1,671.2,720,F,S,B
516.2,444.4,553.5,529.9,880,F,S,Pr
374.5,455.1,335.6,448.6,580,F,S,Pr
435.2,501.9,524.8,468.3,840,M,N,Pr
514.5,567.2,539.4,448.1,560,F,S,B
465.5,371.3,440.2,564.5,380,M,S,Pr
374.5,457.2,466.1,474.1,600,F,S,Pr
437.5,338.6,445.7,474.4,540,M,S,Pr
437.7,579,599,524.6,600,F,N,B
432.1,549.7,531.2,424.6,620,M,S,Pr
640.8,614.3,566.7,661.6,640,M,S,B
368.8,424,431.2,399.1,280,M,S,Pr
558.3,535.9,551.3,449.7,560,F,S,Pr
413.8,507.2,525.9,468.6,720,F,S,B
412.7,509.8,530.6,420,400,M,S,Pr
467,478.5,417.2,405.1,560,M,S,Pr
385.7,438.2,401.2,444.8,580,M,S,B
426.9,520.8,525.7,594.1,580,F,N,Pr
462.7,518.3,538.8,534.2,700,M,S,Pa
609.7,580.6,588.4,695.2,680,M,S,Pr
569.5,549.6,525.9,602.8,620,M,S,Pa
357.9,409.6,482.3,369.7,300,F,S,Pr
471.5,605.8,568.2,769.2,720,M,N,A
359.1,436,509.9,449.6,580,F,S,Pr
506.5,589.9,599.5,561.6,600,F,S,Pr
429.1,468.9,540.2,542.1,480,F,S,Pr
441.7,501.6,469.7,421.4,440,F,S,B
451.9,471.1,474.7,512.5,800,M,S,Pr
348.5,394.7,497.2,396.5,520,F,S,Pr
384.4,488,489.3,423,240,F,S,Pr
485.8,488.6,557.5,541.8,320,F,S,Pr
394.7,407.7,500.2,377.7,360,F,S,Pa
480.1,502.9,485.2,442.1,680,F,S,Pr
528.2,632.8,556.3,713.3,880,M,N,Pr
556.5,606.1,569.7,731.7,640,M,S,B
506.4,546,574.9,636.2,640,F,S,Pa
544.3,573.3,565.8,647,700,F,S,Pa
560.8,663,629.7,574.7,880,F,N,B
478.1,560,534.5,552.8,700,F,S,Pr
554,424,528.2,604.7,580,F,N,B
516.2,551.2,562.4,567.4,520,M,S,Pr
378.2,543,487.4,381.8,640,F,S,B
428.6,396.7,406.3,495,680,F,N,Pr
624,610.7,597.9,716.2,820,M,S,Pr
544.8,580,585.7,687.2,600,M,N,Pr
488.5,598.6,607.7,566.7,760,F,S,B
565.9,537.5,584,611.4,520,M,S,Pr
518.3,597.3,628,681.7,760,F,S,B
478.1,588.2,506.1,389.5,620,M,S,B
399.9,446.3,495.6,489.2,460,F,S,Pa
398.7,565.6,519.9,437.3,580,F,S,B
426.7,484.4,412,580.7,460,M,S,Pr
436,476.9,470.5,492.5,440,F,S,B
493.8,526.2,553.4,555.5,880,M,S,Pr
529.2,522.3,510.8,478.9,560,F,S,Pr
535.3,597.3,572.3,618.8,640,M,N,B
420.8,426.4,430.4,415.3,320,F,S,Pr
393.6,509.5,574.7,673,600,M,S,B
506.2,553.3,606.2,630.5,760,F,N,Pr
393.9,417.9,547.6,481.8,520,F,S,B
641.2,668.1,618.2,778.9,920,M,N,B
635.2,645.7,605.5,794.4,760,M,S,Pr
465.4,511.5,578.3,460.1,720,F,N,B
475.6,589.5,531.2,481.4,720,F,S,Pr
447.6,505.5,520.4,592.8,260,M,S,Pr
386.3,435.4,430.4,452.2,280,F,S,Pr
453.1,513.7,482.6,429,660,F,S,Pr
596.5,653.5,635.8,859,960,F,N,Pr
345.9,466.3,401.2,484.1,400,M,N,B
516.2,587.9,552.7,632,760,M,S,Pa
511.6,552.4,559.9,510.2,660,F,S,B
337.5,344.6,398.8,403.5,480,F,S,Pr
413.6,488.4,439.4,507.3,420,F,S,Pr
365.1,415.7,477.6,415.7,560,F,S,Pr
347.9,450,397.4,497.5,320,F,S,Pr
387.9,557.2,520.6,440.2,660,M,S,Pr
627.7,661.9,627.7,774.6,820,M,N,Pr
438.3,393.7,527,362.2,500,F,S,B
394,441.2,510.8,452,540,F,S,Pr
512.9,573.2,579.8,592.1,520,M,S,B
488,569.8,601.8,696.8,780,M,S,Pr
486.8,530.2,576.1,517.8,640,F,S,Pr
603.9,583.3,571.5,415.1,580,M,N,B
449.2,481.8,514.2,543.2,600,M,S,Pr
403.1,481.2,401.3,391.6,280,F,S,A
478.7,514.9,559.1,600.6,560,M,S,B
425.6,339.4,442.9,393.9,300,F,S,Pr
381.9,521.8,469.1,495.2,740,F,S,Pr
469.4,519,517.7,562,560,M,S,A
557.1,561.4,561.9,599.8,820,F,S,B
411,465.6,526.4,363.3,540,F,S,Pr
576.3,573.7,606.5,815.9,900,M,S,B
392.3,395,431.7,424.8,580,F,S,B
407.5,582.1,566.6,615.8,880,M,S,Pr
362,392,495.1,431.9,460,F,S,Pr
501.9,630.8,597.4,655.7,700,M,S,Pr
616,673.6,620.4,716.1,880,F,N,B
530.1,588.4,557.4,637,540,M,S,Pa
572.3,570.3,559.3,638.7,540,M,S,Pr
389.6,442.7,458,421.1,600,M,S,Pr
448.9,479.4,433.1,421.5,660,F,S,Pa
380.5,452.2,491.2,493.3,620,F,S,Pr
448.8,351.2,517.9,399.4,460,F,S,B
546.5,590.4,586.1,622,400,M,S,B
459.7,426.4,493.5,422.9,700,F,S,B
689.1,679.5,607.8,911.9,960,M,N,B
453.4,373.3,367.9,575.4,580,M,S,B
428.5,412,515.2,531.6,460,F,S,Pr
526.5,540.2,622.3,663.4,800,F,S,Pr
457.1,446,529.9,510.6,520,M,S,B
562.7,571.5,573.7,645,640,F,S,Pr
484.6,526.1,540.1,535.8,580,M,S,Pr
457,462.9,423.2,402.4,440,M,S,Pr
447.2,515.7,535.2,460.5,560,M,S,B
378.8,383.1,426.9,403.4,260,F,S,B
572,474.3,512.6,533,620,M,S,B
399.6,438.7,491.6,392.3,600,F,S,Pr
458,423.4,452.7,423.9,460,F,S,Pr
542.3,545,521.3,492.6,580,F,S,B
433.1,470.1,382.2,484,500,F,S,Pr
438.9,519.9,515.7,436.6,520,F,S,B
472.2,490.9,553.7,630.4,440,M,S,B
428.8,457.9,495.1,615,740,F,S,Pr
427.4,424.6,403.4,571.5,500,F,S,B
372.9,560.5,548.6,380.1,700,F,S,Pa
502.4,517.1,491,638.6,500,M,S,B
451.4,457.6,512.2,492.5,400,F,S,B
414.9,488.2,426.6,518.3,260,M,S,Pr
511.2,464.4,515.9,466.8,460,M,S,B
428.1,500.9,521.6,493,440,F,S,Pa
492.2,471.2,510.8,428.5,540,F,S,Pa
396.9,427.5,514.3,489.5,580,F,S,Pr
525.5,570.3,569.9,552.9,700,F,S,B
399.1,561.2,562,669.1,860,F,S,Pa
473.1,484.7,453,615.2,620,M,S,Pr
566.1,609.3,526.7,689,540,M,N,Pr
591.1,603.9,606.8,624.8,520,F,S,B
400.2,481.2,480.2,473.3,560,F,S,Pr
415,459.2,481.7,475.7,440,F,S,B
501.8,561.4,571.5,580.6,560,M,S,Pr
547.8,578.6,562.3,682.2,580,F,S,Pa
407.5,472.1,515.3,531.5,620,F,S,Pa
567.6,511.7,549.6,593.8,660,F,S,B
423.6,471.1,501.6,381.9,480,F,S,Pa
399.5,398,449.3,394.1,460,M,S,Pr
461.9,519.5,551.5,654.1,720,F,S,Pr
456.8,539.2,555.6,527.8,360,M,N,B
352.6,499.7,512.5,435.2,700,F,S,Pr
420.1,452.7,513.5,523.9,520,F,S,B
377.9,413.2,482.6,481.2,240,F,S,Pr
419.1,554,582.8,499.6,560,M,S,B
394,446,518.5,488.6,340,M,N,B
441.8,526.2,485.8,517.9,460,M,S,Pr
388.8,467.3,446.8,442.9,560,F,S,Pr
477,523.4,527.2,597,560,F,S,Pa
419.5,487.9,504.7,521.3,260,M,S,B
485.2,610.8,361.9,466.9,680,F,S,Pr
475.7,427.1,544.9,628.4,820,M,S,B
552.4,396.3,558.5,681.3,680,F,S,B
414.1,540.8,530.1,601.1,620,M,S,B
500.8,545,528.6,427.3,560,M,S,Pr
502.7,567.2,524.1,535,620,F,S,Pa
387.1,376.6,485.8,445.8,320,M,S,Pa
457.8,502.5,443.5,377.8,580,F,S,Pr
353.9,355.3,398.4,368.5,260,M,S,B
484.2,566.9,553,436.3,600,M,S,A
500.2,555.5,519.7,643.9,640,M,N,B
428,430.3,452.2,448,280,F,S,Pa
434.7,426.2,513.6,409.8,620,M,S,Pr
488.5,471.5,453,641.8,560,M,S,B
448.7,408.6,475.2,507.3,320,F,S,B
596.1,629.8,615.6,643.2,920,F,S,B
448,457.1,518.5,389.1,520,F,S,Pa
410,584.9,514.2,453.5,620,F,N,Pr
562.1,543.4,541.9,598,620,M,N,B
546.3,609.4,613.7,609.3,800,F,N,Pr
564.3,580.5,630.5,507.6,700,F,N,Pr
546.6,513.5,545.6,630.9,900,F,S,Pr
639.9,617.2,645.7,761.6,780,F,S,B
635.1,641.9,598.9,746.7,840,M,S,B
418,481.2,481.4,420.9,580,M,S,A
460.7,463,504.5,361.9,540,F,S,Pa
489.6,599.2,576.3,476.5,560,M,S,B
424.3,460.9,502.1,518.5,360,M,S,Pr
511.7,558.1,573.1,469.6,640,F,S,Pr
629,599.8,572.9,803.7,740,M,N,B
578.2,530.9,557.1,492.2,680,F,S,Pr
558.2,593.5,585.8,657.5,640,M,N,B
441.9,501.9,497.5,527.6,620,F,S,Pr
466.6,505.3,487,423.9,580,F,S,Pa
372.6,449.5,477.6,392.2,440,M,S,Pa
558.5,580.1,553.7,470,840,F,S,B
494.4,476.3,540.8,578.7,900,F,S,A
431.1,374.4,434.4,398.1,660,F,S,Pr
596.6,605.5,625.7,631.3,920,M,S,B
497.4,550.9,561.9,646.8,940,F,S,Pr
363.9,422,525.4,583.7,600,M,S,Pa
464.7,525.3,530.9,480,720,F,S,Pr
385.6,529.2,491.2,472.1,540,M,S,Pa
489.5,467.3,450.9,408.9,400,F,S,B
520,456.9,510.7,610.9,460,M,S,B
512.6,579.1,584,582,800,F,S,B
525.6,457.1,487.7,430.5,460,M,N,Pr
440.1,571,507.9,509.8,760,M,S,Pr
569.7,593.6,561.8,644.9,780,M,S,B
437.3,445.6,504.2,440,420,M,S,Pr
502.3,500.2,494.9,503.9,320,M,S,Pr
573.2,586.5,586.9,585.4,940,F,S,Pr
418.1,491.2,487.9,388.6,480,F,S,B
493.8,535.7,599.5,475.7,840,M,S,Pa
620.9,586.4,608.8,663,860,F,N,B
414.4,525.3,470.8,416.8,580,M,S,Pr
393.7,427.6,526.8,493.9,640,F,S,B
416.7,445.6,517.7,497.6,580,F,S,Pa
527.1,543.5,569.6,520.4,700,F,S,B
362.3,423.4,414.4,403.7,460,F,S,Pr
493.7,543.1,545.4,677.3,360,M,N,Pr
440.5,549,525.3,628.4,560,M,S,Pr
442.8,555.5,513.7,377.5,600,F,S,B
438.2,507.9,536.9,598.7,600,F,S,Pr
431.3,464.5,439.3,420.5,280,F,S,Pr
